HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text-eng,Input.label,Input.parameter,Input.parameter_num_labels,Answer.manifesto_class.labels,Approve,Reject
366FYU4PU37O2M418QQVLE0RR9ZKE4,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,35GCEFQ6IT7I33LK99HBEMGMM8XZ31,A1NBQ61Y6KO3O9,Approved,Tue May 20 05:33:45 PDT 2025,Tue May 20 05:37:49 PDT 2025,Fri May 23 05:37:49 PDT 2025,Fri May 23 05:38:49 PDT 2025,,,244,100% (287/287),100% (75/75),100% (19/19),"Mr President, in an ever more globalised world it is vital the UK does not put all its eggs into one basket. We are disproportionately affected by the eurozone crisis because we are too tightly bound to Europe, with whom we trade at a deficit. The Commonwealth represents a far broader international and diverse market place with similar systems of governance and a common language and includes some of the fastest-growing economies in the world.
 Commonwealth markets have grown by 7.3 % over recent years, while the EU markets look set to contract. Yet we are limited as to how far we can exploit our ties with the Commonwealth due to EU membership. Domestic bilateral trade and investment treaties become subsumed under the new EU trade negotiations, disabling the UK from forging independent and prosperous import and export contracts with the wider world. The EU model is cumbersome and outdated. The UK must embrace globalisation as a dynamic nation with full sovereignty over policy. Isolating ourselves from the rest of the world by shackling ourselves to a failing EU project is dangerous.",1,Par402_Incentives,2,"[""Free Market Economy""]",,
366FYU4PU37O2M418QQVLE0RR9ZKE4,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,3QRYMNZ7FM0TLV5VL0C81CDB6T8NTV,APXGSUB250NVH,Approved,Wed May 21 02:02:44 PDT 2025,Wed May 21 02:06:06 PDT 2025,Sat May 24 02:06:06 PDT 2025,Fri May 23 06:19:02 PDT 2025,,,202,100% (83/83),100% (1/1),0% (0/0),"Mr President, in an ever more globalised world it is vital the UK does not put all its eggs into one basket. We are disproportionately affected by the eurozone crisis because we are too tightly bound to Europe, with whom we trade at a deficit. The Commonwealth represents a far broader international and diverse market place with similar systems of governance and a common language and includes some of the fastest-growing economies in the world.
 Commonwealth markets have grown by 7.3 % over recent years, while the EU markets look set to contract. Yet we are limited as to how far we can exploit our ties with the Commonwealth due to EU membership. Domestic bilateral trade and investment treaties become subsumed under the new EU trade negotiations, disabling the UK from forging independent and prosperous import and export contracts with the wider world. The EU model is cumbersome and outdated. The UK must embrace globalisation as a dynamic nation with full sovereignty over policy. Isolating ourselves from the rest of the world by shackling ourselves to a failing EU project is dangerous.",1,Par402_Incentives,2,[],,
366FYU4PU37O2M418QQVLE0RR9ZKE4,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,3ZPBJO59KDKUUANNWCHGROYTHWUHDI,A335R4YE2E34H6,Approved,Fri Jun 20 06:17:18 PDT 2025,Fri Jun 20 06:23:56 PDT 2025,Mon Jun 23 06:23:56 PDT 2025,Mon Jun 23 01:52:23 PDT 2025,,,398,100% (152/152),100% (46/46),100% (46/46),"Mr President, in an ever more globalised world it is vital the UK does not put all its eggs into one basket. We are disproportionately affected by the eurozone crisis because we are too tightly bound to Europe, with whom we trade at a deficit. The Commonwealth represents a far broader international and diverse market place with similar systems of governance and a common language and includes some of the fastest-growing economies in the world.
 Commonwealth markets have grown by 7.3 % over recent years, while the EU markets look set to contract. Yet we are limited as to how far we can exploit our ties with the Commonwealth due to EU membership. Domestic bilateral trade and investment treaties become subsumed under the new EU trade negotiations, disabling the UK from forging independent and prosperous import and export contracts with the wider world. The EU model is cumbersome and outdated. The UK must embrace globalisation as a dynamic nation with full sovereignty over policy. Isolating ourselves from the rest of the world by shackling ourselves to a failing EU project is dangerous.",1,Par402_Incentives,2,[],,
3O2Y2UIUDDCG804X31A13WLR3AEKFM,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,308XBLVES6NE4736EL24A2CZ1KDRBF,A1NBQ61Y6KO3O9,Approved,Fri Jun 06 07:34:08 PDT 2025,Fri Jun 06 07:39:02 PDT 2025,Mon Jun 09 07:39:02 PDT 2025,Mon Jun 09 07:39:49 PDT 2025,,,294,100% (287/287),100% (75/75),100% (19/19),"Madam President, as a member of the Committee on International Trade, and of the Delegation for relations with Canada in the last mandate, I have been following this agreement all that time. I must say I am somewhat amazed at the alternative facts which are now in vogue in this establishment and around the world. You could say this is the age of alternative facts.
 One of them, which has been flying around my Twitter feed over the last few days, says CETA will put 90 million jobs at risk. That is nearly half the jobs in the European Union and this from a country, Canada, which has only 35 million people itself. These are the facts being perpetrated and which the people out there protesting today believe.
 If I thought it was going to cost 90 million jobs I would be against it too. In actual fact, it is the opposite. We are in favour of it because it is going to create jobs. It is going to create jobs in Europe, in Ireland, and that is what we want. The agreement with South Korea created 210 000 jobs, and yet the Canadian agreement is going to cost us jobs? Is this logical? No.",1,Par405_Corporatism,2,"[""Labor Groups Positive"",""Free Market Economy""]",,
3O2Y2UIUDDCG804X31A13WLR3AEKFM,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,3JJVG1YBEZGPZK58HEP17173919B54,A3GS2NTQ4XU059,Approved,Wed May 21 04:43:38 PDT 2025,Wed May 21 04:45:27 PDT 2025,Sat May 24 04:45:27 PDT 2025,Fri May 23 06:19:22 PDT 2025,,,109,100% (104/104),100% (34/34),0% (0/0),"Madam President, as a member of the Committee on International Trade, and of the Delegation for relations with Canada in the last mandate, I have been following this agreement all that time. I must say I am somewhat amazed at the alternative facts which are now in vogue in this establishment and around the world. You could say this is the age of alternative facts.
 One of them, which has been flying around my Twitter feed over the last few days, says CETA will put 90 million jobs at risk. That is nearly half the jobs in the European Union and this from a country, Canada, which has only 35 million people itself. These are the facts being perpetrated and which the people out there protesting today believe.
 If I thought it was going to cost 90 million jobs I would be against it too. In actual fact, it is the opposite. We are in favour of it because it is going to create jobs. It is going to create jobs in Europe, in Ireland, and that is what we want. The agreement with South Korea created 210 000 jobs, and yet the Canadian agreement is going to cost us jobs? Is this logical? No.",1,Par405_Corporatism,2,"[""Keynesian Demand Management""]",,
3O2Y2UIUDDCG804X31A13WLR3AEKFM,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,3XLBSAQ9ZSV04MM7BLK1R3S2RAH7ZC,APXGSUB250NVH,Approved,Mon May 19 05:42:06 PDT 2025,Mon May 19 05:43:33 PDT 2025,Thu May 22 05:43:33 PDT 2025,Thu May 22 05:43:49 PDT 2025,,,87,100% (83/83),100% (1/1),0% (0/0),"Madam President, as a member of the Committee on International Trade, and of the Delegation for relations with Canada in the last mandate, I have been following this agreement all that time. I must say I am somewhat amazed at the alternative facts which are now in vogue in this establishment and around the world. You could say this is the age of alternative facts.
 One of them, which has been flying around my Twitter feed over the last few days, says CETA will put 90 million jobs at risk. That is nearly half the jobs in the European Union and this from a country, Canada, which has only 35 million people itself. These are the facts being perpetrated and which the people out there protesting today believe.
 If I thought it was going to cost 90 million jobs I would be against it too. In actual fact, it is the opposite. We are in favour of it because it is going to create jobs. It is going to create jobs in Europe, in Ireland, and that is what we want. The agreement with South Korea created 210 000 jobs, and yet the Canadian agreement is going to cost us jobs? Is this logical? No.",1,Par405_Corporatism,2,"[""Free Market Economy""]",,
3MZ3TAMYU85M5VJIUTPJ75KXEU0IR4,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,34S9DKFK7R8P2H4PV6Z79T5QLVQYNV,A3GS2NTQ4XU059,Approved,Wed May 21 05:02:04 PDT 2025,Wed May 21 05:03:04 PDT 2025,Sat May 24 05:03:04 PDT 2025,Fri May 23 06:19:20 PDT 2025,,,60,100% (104/104),100% (34/34),0% (0/0),"Madam President, whether it is in China, Saudi Arabia, Palestine or the incarceration of the black community in America, we should condemn human rights violations everywhere. But whenever you see Western governments and so—called liberal politicians wailing about the plight of persecuted Muslims somewhere, it’s most likely connected to geopolitical reasons.
 Where were they when millions of Muslims were being bombed out of existence in the Middle East? Where were they when Western—armed jihadists were persecuting Christians in Syria? The defence of human rights around the world as a weapon to undermine particular states is not the way forward.
 There’s no doubt about it, but the Belt and Road Initiative, which Xinjiang is crucial to, has definitely come into America’s focus. The Americans have admitted that they are pretty eager to destabilise the area, because they don’t want the Belt and Road Initiative that the Chinese have planned for so long to actually materialise.",1,Par402_Incentives,2,[],,
3MZ3TAMYU85M5VJIUTPJ75KXEU0IR4,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,3B2X28YI3KYLIO5MMXZ6Z7L35WKB6K,APXGSUB250NVH,Approved,Wed May 21 04:55:41 PDT 2025,Wed May 21 05:01:15 PDT 2025,Sat May 24 05:01:15 PDT 2025,Fri May 23 06:19:20 PDT 2025,,,334,100% (83/83),100% (1/1),0% (0/0),"Madam President, whether it is in China, Saudi Arabia, Palestine or the incarceration of the black community in America, we should condemn human rights violations everywhere. But whenever you see Western governments and so—called liberal politicians wailing about the plight of persecuted Muslims somewhere, it’s most likely connected to geopolitical reasons.
 Where were they when millions of Muslims were being bombed out of existence in the Middle East? Where were they when Western—armed jihadists were persecuting Christians in Syria? The defence of human rights around the world as a weapon to undermine particular states is not the way forward.
 There’s no doubt about it, but the Belt and Road Initiative, which Xinjiang is crucial to, has definitely come into America’s focus. The Americans have admitted that they are pretty eager to destabilise the area, because they don’t want the Belt and Road Initiative that the Chinese have planned for so long to actually materialise.",1,Par402_Incentives,2,[],,
3MZ3TAMYU85M5VJIUTPJ75KXEU0IR4,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,3M1CVSFP6OO99WJEVSD8A1IONGTAQ5,A1NBQ61Y6KO3O9,Approved,Wed Jun 18 05:54:21 PDT 2025,Wed Jun 18 05:55:47 PDT 2025,Sat Jun 21 05:55:47 PDT 2025,Sat Jun 21 05:55:49 PDT 2025,,,86,100% (287/287),100% (75/75),100% (19/19),"Madam President, whether it is in China, Saudi Arabia, Palestine or the incarceration of the black community in America, we should condemn human rights violations everywhere. But whenever you see Western governments and so—called liberal politicians wailing about the plight of persecuted Muslims somewhere, it’s most likely connected to geopolitical reasons.
 Where were they when millions of Muslims were being bombed out of existence in the Middle East? Where were they when Western—armed jihadists were persecuting Christians in Syria? The defence of human rights around the world as a weapon to undermine particular states is not the way forward.
 There’s no doubt about it, but the Belt and Road Initiative, which Xinjiang is crucial to, has definitely come into America’s focus. The Americans have admitted that they are pretty eager to destabilise the area, because they don’t want the Belt and Road Initiative that the Chinese have planned for so long to actually materialise.",1,Par402_Incentives,2,[],,
3SBNLSTU7HNEZBPNCWIL2B6JV6BDZQ,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,39N5ACM9H26A418U39KJE1HUC2Q9PZ,A1X47COW2Y9SEL,Approved,Mon Jun 23 07:12:56 PDT 2025,Mon Jun 23 07:15:38 PDT 2025,Thu Jun 26 07:15:38 PDT 2025,Mon Jun 23 07:16:38 PDT 2025,,,162,100% (238/239),100% (19/19),100% (19/19),"Mr President, I too welcome what is an extremely necessary and timely initiative by the Commissioner, and I would also like to thank him very much for his cooperation and hard work during his time as Commissioner, which Parliament has appreciated very much.
 However, although I welcome the initiative, it must be said that it is very general. The Commissioner himself acknowledges that it contains a lot of very broad proposals. We want more information on thresholds for graduation and on how much the GSP will be improved for countries that are not graduated. I also look forward to more details on the rules of origin, because it is quite difficult to judge at this point whether what is being proposed is anything more than cosmetic.
 I would like to know whether the Commissioner agrees with my assessment that if the EU substantially enhances its preference system, it could meet the requirements of the improved GSP option, the EPA alternative, which some non-LDCs are continuing to call for, as the Commissioner is well aware.
 At the meeting in Gaborone, the EU agreed to postpone until 2006 the anticipated review of the situation of non-LDCs that are not in a position to enter into EPAs. It also seems to me that WTO rules allow for differentiation between developing countries in non-reciprocal trade preference schemes, provided that such arrangements are based on objective criteria and that identical treatment is available to all similarly-situated developing countries. On the basis of that analysis, I would like the Commissioner to be more specific on whether, when Cotonou was negotiated, an enhanced GSP was looked at as an option for those that could not or did not want to enter into EPA negotiations. I asked for this information in committee, but I was not entirely satisfied with the answer.
 Finally, I should like the Commissioner to provide more information and clarity on what is meant by 'vulnerable', 'special development needs' and 'small economies'. The Commissioner talked about landlocked countries, etc., but he needs to spell things out more clearly so that we know exactly what he means.",1,Par701702_LabourGroups,3,"[""Economic Goals""]",,
3SBNLSTU7HNEZBPNCWIL2B6JV6BDZQ,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,3RU7GD8VPCCS9G4TCFKAVWMK4POPSX,A3GS2NTQ4XU059,Approved,Tue May 20 02:37:41 PDT 2025,Tue May 20 02:43:19 PDT 2025,Fri May 23 02:43:19 PDT 2025,Fri May 23 02:43:49 PDT 2025,,,338,100% (104/104),100% (34/34),0% (0/0),"Mr President, I too welcome what is an extremely necessary and timely initiative by the Commissioner, and I would also like to thank him very much for his cooperation and hard work during his time as Commissioner, which Parliament has appreciated very much.
 However, although I welcome the initiative, it must be said that it is very general. The Commissioner himself acknowledges that it contains a lot of very broad proposals. We want more information on thresholds for graduation and on how much the GSP will be improved for countries that are not graduated. I also look forward to more details on the rules of origin, because it is quite difficult to judge at this point whether what is being proposed is anything more than cosmetic.
 I would like to know whether the Commissioner agrees with my assessment that if the EU substantially enhances its preference system, it could meet the requirements of the improved GSP option, the EPA alternative, which some non-LDCs are continuing to call for, as the Commissioner is well aware.
 At the meeting in Gaborone, the EU agreed to postpone until 2006 the anticipated review of the situation of non-LDCs that are not in a position to enter into EPAs. It also seems to me that WTO rules allow for differentiation between developing countries in non-reciprocal trade preference schemes, provided that such arrangements are based on objective criteria and that identical treatment is available to all similarly-situated developing countries. On the basis of that analysis, I would like the Commissioner to be more specific on whether, when Cotonou was negotiated, an enhanced GSP was looked at as an option for those that could not or did not want to enter into EPA negotiations. I asked for this information in committee, but I was not entirely satisfied with the answer.
 Finally, I should like the Commissioner to provide more information and clarity on what is meant by 'vulnerable', 'special development needs' and 'small economies'. The Commissioner talked about landlocked countries, etc., but he needs to spell things out more clearly so that we know exactly what he means.",1,Par701702_LabourGroups,3,"[""Market regulation""]",,
3SBNLSTU7HNEZBPNCWIL2B6JV6BDZQ,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,3TMSXRD2XUJIZ520BIJLRP777MG1WM,APXGSUB250NVH,Approved,Tue May 20 05:37:44 PDT 2025,Tue May 20 05:42:27 PDT 2025,Fri May 23 05:42:27 PDT 2025,Fri May 23 05:42:49 PDT 2025,,,283,100% (83/83),100% (1/1),0% (0/0),"Mr President, I too welcome what is an extremely necessary and timely initiative by the Commissioner, and I would also like to thank him very much for his cooperation and hard work during his time as Commissioner, which Parliament has appreciated very much.
 However, although I welcome the initiative, it must be said that it is very general. The Commissioner himself acknowledges that it contains a lot of very broad proposals. We want more information on thresholds for graduation and on how much the GSP will be improved for countries that are not graduated. I also look forward to more details on the rules of origin, because it is quite difficult to judge at this point whether what is being proposed is anything more than cosmetic.
 I would like to know whether the Commissioner agrees with my assessment that if the EU substantially enhances its preference system, it could meet the requirements of the improved GSP option, the EPA alternative, which some non-LDCs are continuing to call for, as the Commissioner is well aware.
 At the meeting in Gaborone, the EU agreed to postpone until 2006 the anticipated review of the situation of non-LDCs that are not in a position to enter into EPAs. It also seems to me that WTO rules allow for differentiation between developing countries in non-reciprocal trade preference schemes, provided that such arrangements are based on objective criteria and that identical treatment is available to all similarly-situated developing countries. On the basis of that analysis, I would like the Commissioner to be more specific on whether, when Cotonou was negotiated, an enhanced GSP was looked at as an option for those that could not or did not want to enter into EPA negotiations. I asked for this information in committee, but I was not entirely satisfied with the answer.
 Finally, I should like the Commissioner to provide more information and clarity on what is meant by 'vulnerable', 'special development needs' and 'small economies'. The Commissioner talked about landlocked countries, etc., but he needs to spell things out more clearly so that we know exactly what he means.",1,Par701702_LabourGroups,3,"[""Economic Planning"",""Government and administrative efficiency""]",,
3MVY4USGCT5Y6AJV9IPOXFPT0WJISS,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,37W3JXSD6URFPBD3N7QU5CIHE8DWY5,A335R4YE2E34H6,Approved,Mon Jun 23 06:15:01 PDT 2025,Mon Jun 23 06:20:18 PDT 2025,Thu Jun 26 06:20:18 PDT 2025,Mon Jun 23 07:08:28 PDT 2025,,,317,100% (152/152),100% (46/46),100% (46/46),"Madam President, Madam Commissioner, dear colleagues, it is courage, determination and the eternal fight for freedom that have just scored a very big point in Hong Kong.Not only did the Chinese authorities not dared to repeat there the abomination of Place Tiananmen, but the local authorities, with the assent of Beijing, of course, canceled their decree on extradition to China.
We must applaud the demonstrators of Hong Kong and rejoice in this victory, because any decline in a government ignoring human rights benefits all the world to the freedom of all.
Our satisfaction is not sufficient, however.We must support the fight for the freedom of China which is and will remain, in any event, one of our main economic partners and one of the great powers of this century.We owe it by moral obligation, but we also owe it because we can.
We can, because in their standoff with Mr. Trump, the Chinese authorities cannot afford to alienate the Europe they need.We can, we, European parliamentarians, because our assembly is the only institution in the world which is quite strong, independent and united in its defense of human rights to be able to deal with a regime which has become the greatest,The most modern and most sophisticated dictatorships.
We can, finally, because we will soon have the possibility of manifesting it by attributing, I hope and calls you all, of all political groups, therefore by attributing the Sakharov Prize to a Chinese opponent in the person of Mr.Ilham Tohti, defender imprisoned from the Uighur people, of which he is both the child and one of the great figures.",2,Par701702_LabourGroups,3,[],,
3MVY4USGCT5Y6AJV9IPOXFPT0WJISS,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,3BV8HQ2ZZKKGZE0UGJZA4W1XNFGA67,A1NBQ61Y6KO3O9,Approved,Thu Jun 12 07:44:01 PDT 2025,Thu Jun 12 07:44:16 PDT 2025,Sun Jun 15 07:44:16 PDT 2025,Sun Jun 15 07:44:49 PDT 2025,,,15,100% (287/287),100% (75/75),100% (19/19),"Madam President, Madam Commissioner, dear colleagues, it is courage, determination and the eternal fight for freedom that have just scored a very big point in Hong Kong.Not only did the Chinese authorities not dared to repeat there the abomination of Place Tiananmen, but the local authorities, with the assent of Beijing, of course, canceled their decree on extradition to China.
We must applaud the demonstrators of Hong Kong and rejoice in this victory, because any decline in a government ignoring human rights benefits all the world to the freedom of all.
Our satisfaction is not sufficient, however.We must support the fight for the freedom of China which is and will remain, in any event, one of our main economic partners and one of the great powers of this century.We owe it by moral obligation, but we also owe it because we can.
We can, because in their standoff with Mr. Trump, the Chinese authorities cannot afford to alienate the Europe they need.We can, we, European parliamentarians, because our assembly is the only institution in the world which is quite strong, independent and united in its defense of human rights to be able to deal with a regime which has become the greatest,The most modern and most sophisticated dictatorships.
We can, finally, because we will soon have the possibility of manifesting it by attributing, I hope and calls you all, of all political groups, therefore by attributing the Sakharov Prize to a Chinese opponent in the person of Mr.Ilham Tohti, defender imprisoned from the Uighur people, of which he is both the child and one of the great figures.",2,Par701702_LabourGroups,3,[],,
3MVY4USGCT5Y6AJV9IPOXFPT0WJISS,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,3RRCEFRB7AV73118396R291P95EB4Z,A3GS2NTQ4XU059,Approved,Wed May 21 04:24:31 PDT 2025,Wed May 21 04:32:57 PDT 2025,Sat May 24 04:32:57 PDT 2025,Fri May 23 06:19:19 PDT 2025,,,506,100% (104/104),100% (34/34),0% (0/0),"Madam President, Madam Commissioner, dear colleagues, it is courage, determination and the eternal fight for freedom that have just scored a very big point in Hong Kong.Not only did the Chinese authorities not dared to repeat there the abomination of Place Tiananmen, but the local authorities, with the assent of Beijing, of course, canceled their decree on extradition to China.
We must applaud the demonstrators of Hong Kong and rejoice in this victory, because any decline in a government ignoring human rights benefits all the world to the freedom of all.
Our satisfaction is not sufficient, however.We must support the fight for the freedom of China which is and will remain, in any event, one of our main economic partners and one of the great powers of this century.We owe it by moral obligation, but we also owe it because we can.
We can, because in their standoff with Mr. Trump, the Chinese authorities cannot afford to alienate the Europe they need.We can, we, European parliamentarians, because our assembly is the only institution in the world which is quite strong, independent and united in its defense of human rights to be able to deal with a regime which has become the greatest,The most modern and most sophisticated dictatorships.
We can, finally, because we will soon have the possibility of manifesting it by attributing, I hope and calls you all, of all political groups, therefore by attributing the Sakharov Prize to a Chinese opponent in the person of Mr.Ilham Tohti, defender imprisoned from the Uighur people, of which he is both the child and one of the great figures.",2,Par701702_LabourGroups,3,[],,
3LEG2HW4V25LRK07EV4X30ZXMASF2V,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,31IBVUNM9GIWAVW3S7TAUPSN1OHFVD,A3GS2NTQ4XU059,Approved,Tue Jun 03 02:12:08 PDT 2025,Tue Jun 03 02:13:25 PDT 2025,Fri Jun 06 02:13:25 PDT 2025,Wed Jun 04 01:24:18 PDT 2025,,,77,100% (104/104),100% (34/34),0% (0/0),"Today, the European Parliament has amended a regulation on the European Social Fund (ESF) in the context of the fight against young people, especially in the interestEyi).
Earlier rules across Europe were less capable of launching more flexible and efficient measures, so my country and Hungary also initiated the programs for young people on their own.Based on this, in the last 2 years, unemployment in young people has eased the highest levels in Hungary.It is only a reminder that in my country in the 15th and 24th generation in 2002, unemployment was only 11%, but by 2010 it had increased almost two and a half (27%).Today it is around 20%, which is better than French, Belgian or Swedish data.
The increased pre -financing amount and procedural changes can also be more advantageous for Hungary, so I supported the report with my vote.",0,Par411_Technology&Infrastructure,2,"[""Labor Groups Positive""]",,
3LEG2HW4V25LRK07EV4X30ZXMASF2V,3BRS3IGD63EV308CIXT46SFWM41TR3,[ACSS] Text labeling Manifesto,Identify the most relevant labels to describe these texts,"labeling, text, manifesto",$1.00,Mon May 19 05:14:16 PDT 2025,3,BatchId:415864;OriginalHitTemplateId:921587261;,3600,259200,Tue Aug 26 05:14:16 PDT 2025,,,3EJJQNKU9FOOVK6SEDC0WDFXWXIRHV,A1NBQ61Y6KO3O9,Approved,Fri Jun 06 08:53:43 PDT 2025,Fri Jun 06 08:57:38 PDT 2025,Mon Jun 09 08:57:38 PDT 2025,Mon Jun 09 08:57:49 PDT 2025,,,235,100% (287/287),100% (75/75),100% (19/19),"Today, the European Parliament has amended a regulation on the European Social Fund (ESF) in the context of the fight against young people, especially in the interestEyi).
Earlier rules across Europe were less capable of launching more flexible and efficient measures, so my country and Hungary also initiated the programs for young people on their own.Based on this, in the last 2 years, unemployment in young people has eased the highest levels in Hungary.It is only a reminder that in my country in the 15th and 24th generation in 2002, unemployment was only 11%, but by 2010 it had increased almost two and a half (27%).Today it is around 20%, which is better than French, Belgian or Swedish data.
The increased pre -financing amount and procedural changes can also be more advantageous for Hungary, so I supported the report with my vote.",0,Par411_Technology&Infrastructure,2,"[""Labor Groups Positive"",""Keynesian Demand Management""]",,
